,nbSyll,pron,origin,warning,remarques,POS,lineId,pageId,motVedette
3727,3,dĭſcŏncĕʹrt,F.,,,v.,36.0,71,disconcert
3728,4,dĭſcŏʹnsŏlāte,,,,a.,37.0,71,disconsolate
3729,3,dĭſcŏntĕʹnt,,,,n.,38.0,71,discontent
3730,5,dĭſcŏntĭʹnūănce,F.,,,n.,39.0,71,discontinuance
3731,4,dĭſcŏntĭʹnūe,F.,,,v.,40.0,71,discontinue
3732,2,dĭʹſcŏrd,L.,,,n.,41.0,71,discord
3733,3,dĭſcŏʹrdănt,F.,,,a.,42.0,71,discordant
3734,3,dĭſcŏʹver,F.,,,v.,43.0,71,discover
3735,2,dĭſcȯu̇nt,F.,nbSyll>1 et pas d'accent tonic,,n.,44.0,71,discouont
3736,4,dĭſcȯu̇ ʹntĕnănce,F.,,,v.,45.0,71,discouo ntenance
3737,3,dĭſc_o_ŭʹrage,F.,,,v.,46.0,71,discourage
3738,4,dĭſc_o_ŭʹrag_e_ment,,,,n.,47.0,71,discouragement
3739,2,dĭſco_u_ʹrſe,F.,,,n.,48.0,71,discourse
3740,4,dĭſco_u_ʹrtē_o_us,F.,,,a.,49.0,71,discourteous
3741,3,dĭſcrĕʹdit,,,,v.,50.0,71,discredit
3742,2,dĭſcreeʹt,F.,,,a.,51.0,71,discreet
3743,4,dĭſcrĕʹtion,F.,,,n.,52.0,71,discretion
3744,4,dĭſcrĭʹmĭnāte,L.,,,v.,53.0,71,discriminate
3745,2,dĭſcŭʹſs,L.,,,v.,54.0,71,discuss
3746,4,dĭſcŭʹſſion,,,,n.,55.0,71,discussion
3747,2,dĭſdaiʹn,F.,,,n.,56.0,71,disdain
3748,3,dĭſdaiʹnful,,,,a.,57.0,71,disdainful
3749,5,dĭſdīăpāʹſon,,,,n.,58.0,71,disdiapason
3750,2,dĭſeaʹſe,F.,,,n.,59.0,71,disease
3751,3,dĭſeaʹſed,,,,a.,60.0,71,diseased
3752,3,dĭsĕmbăʹrk,F.,,,v.,61.0,71,disembark
3753,3,dĭsĕmboʹg_ue_,,,,v.,62.0,71,disembogue
3754,4,dĭsĕncŭʹmb_e_r,F.,,,v.,63.0,71,disencumber
3755,3,dĭsĕngāʹge,F.,,,v.,64.0,71,disengage
3756,4,dĭsĕngāʹged,,,,a.,65.0,71,disengaged
3757,4,dĭsĕnfrăʹnchīſe,,,,v.,66.0,71,disenfranchise
3758,4,dĭsĕntăʹngle,,,,v.,67.0,71,disentangle
3759,3,dĭsĕſteeʹm,F.,,Ne correspond à aucune {POS}. Comme indiqué dans le dictionnaire.,s.,68.0,71,disesteem
3760,3,dĭsfāʹvo_u_r,L.,,,n.,69.0,71,disfavour
3761,3,dĭsfĭʹgŭre,F.,,,v.,70.0,71,disfigure
3762,3,dĭsfŏʹreſt,,,,v.,71.0,71,disforest
3763,2,dĭſgŏʹrge,F.,,,v.,72.0,71,disgorge
3764,2,dĭſgrāʹce,F.,,,v.,73.0,71,disgrace
3765,3,dĭſgrāʹc_e_ful,,,,a.,2.0,72,disgraceful
3766,2,dĭſg_u_īʹſe,F.,,,v.,3.0,72,disguise
3767,2,dĭſgŭʹſt,F.,,,n.,4.0,72,disgust
3768,1,dĭſh,,,,n.,5.0,72,dish
3769,3,dĭſhabĭʹlle,F.,,,n.,6.0,72,dishabille
3770,3,dĭſheaʹrten,,,,v.,7.0,72,dishearten
3771,4,dĭſhēʹrĭſon,,,,n.,8.0,72,disherison
3772,4,dĭſhĕʹvĕlled,F.,,,a.,9.0,72,dishevelled
3773,3,dĭſhŏʹneſt,,,,a.,10.0,72,dishonest
3774,4,dĭſhŏʹnĕſty,L.,,,n.,11.0,72,dishonesty
3775,3,dĭſhŏʹno_u_r,,,,n.,12.0,72,dishonour
3776,5,dĭſhŏʹno_u_rable,F.,,,a.,13.0,72,dishonourable
3777,5,dĭsĭncŏʹrpŏrāte,,,,v.,14.0,72,disincorporate
3778,6,dĭsĭngĕnūʹĭty,,,,n.,15.0,72,disingenuity
3779,5,dĭsĭngĕʹnū_o_us,L.,,,a.,16.0,72,disingenuous
3780,4,dĭsĭnhĕʹrit,,,,v.,17.0,72,disinherit
3781,5,dĭsʹĭntĕrĕſted,F.,,,a.,18.0,72,disinterested
3782,3,dĭsĭntĕʹrr,F.,,,v.,19.0,72,disinterr
3783,2,dĭsjoiʹn,L.,,,v.,20.0,72,disjoin
3784,2,dĭsjoiʹnt,F.,,,v.,21.0,72,disjoint
3785,4,dĭsjŭʹnction,L.,,,n.,22.0,72,disjunction
3786,3,dĭsjŭʹnctive,L.,,,n.,23.0,72,disjunctive
3787,1,dĭſk,,,,n.,24.0,72,disk
3788,2,dĭſlīʹke,,,,v.,25.0,72,dislike
3789,3,dĭʹſlŏcāte,,,,v.,26.0,72,dislocate
3790,2,dĭſlŏʹdge,F.,,,v.,27.0,72,dislodge
3791,4,dĭſloʹyălty,F.,,,n.,28.0,72,disloyalty
3792,2,dĭʹſmal,,,,a.,29.0,72,dismal
3793,3,dĭʹſmăʹntle,F.,,,v.,30.0,72,dismantle
3794,2,dĭſmaʹy,,,,v.,31.0,72,dismay
3795,3,dĭſmĕʹmb_e_r,F.,,,v.,32.0,72,dismember
3796,2,dĭʹſmès,L.,,,n.,33.0,72,dismes
3797,2,dĭʹſmĭfs,,,,v.,34.0,72,dismifs
3798,2,dĭſmȯu̇ʹnt,F.,,,v.,35.0,72,dismouont
3799,5,dĭsŏbēʹdĭĕnce,F.,,,n.,36.0,72,disobedience
3800,3,dĭsŏbeʹy,F.,,,v.,37.0,72,disobey
3801,3,dĭsŏblīʹge,F.,,,v.,38.0,72,disoblige
3802,3,dĭsŏʹrd_e_r,F.,,,n.,39.0,72,disorder
3803,2,dĭſȯʹẇn,,,,v.,40.0,72,disown
3804,3,dĭſpăʹrage,F.,,,v.,41.0,72,disparage
3805,4,dĭſpăʹrag_e_ment,F.,,,n.,42.0,72,disparagement
3806,4,dĭſpāʹrĭty,F.,,,n.,43.0,72,disparity
3807,2,dĭſpăʹrk,,,,v.,44.0,72,dispark
3808,2,dĭſpăʹtch,F.,,,n.,45.0,72,dispatch
3809,2,dĭſpĕʹl,,,,v.,46.0,72,dispel
3810,4,dĭſpĕʹnsăry,F.,,,n.,47.0,72,dispensary
3811,5,dĭſpĕnsāʹtion,,,,n.,48.0,72,dispensation
3812,2,dĭſpĕʹnſe,L.,,,v.,49.0,72,dispense
3813,3,dĭſpēʹ_o_ple,F.,,,v.,50.0,72,dispeople
3814,2,dĭſpĕʹrſe,F.,,,v.,51.0,72,disperse
3815,4,dĭſpĕʹrſion,,,,n.,52.0,72,dispersion
3816,3,dĭſpĭʹrit,,,,v.,53.0,72,dispirit
3817,2,dĭſplāʹce,F.,,,v.,54.0,72,displace
3818,2,dĭſplăʹnt,,,,v.,55.0,72,displant
3819,2,dĭſplaʹy,F.,,,v.,56.0,72,display
3820,2,dĭſpleaʹſe,F.,,,v.,57.0,72,displease
3821,3,dĭſpleaʹſūre,,,,n.,58.0,72,displeasure
3822,2,dĭſpŏʹrt,,,,n.,59.0,72,disport
3823,3,dĭſpōʹſal,,,,n.,60.0,72,disposal
3824,2,dĭſpōʹſe,F.,,,v.,61.0,72,dispose
3825,5,dĭſpŏsĭʹtion,,,,n.,62.0,72,disposition
3826,3,dĭſpŏſsĕʹſs,,,,v.,63.0,72,dispossess
3827,2,dĭſpraiʹſe,,,,v.,64.0,72,dispraise
3828,5,dĭſprŏpŏʹrtion,F.,,,n.,65.0,72,disproportion
3829,5,dĭſprŏpŏʹrtionāte,,,,a.,66.0,72,disproportionate
3830,2,dĭſproʹve,,,,v.,67.0,72,disprove
3831,4,dĭſpūʹtable,,,,a.,68.0,72,disputable
3832,3,dĭʹſpūtănt,,,,n.,69.0,72,disputant
3833,5,dĭſpūtāʹtion,L.,,,n.,70.0,72,disputation
3834,2,dĭſpūʹte,L.,,,v.,71.0,72,dispute
3835,4,dĭſquaʹlĭfy,,,,v.,72.0,72,disqualify
3836,3,dĭſquīʹĕt,,,,v.,73.0,72,disquiet
3837,5,dĭſquĭsĭʹtion,,,,n.,2.0,73,disquisition
3838,3,dĭſrēgăʹrd,F.,,,v.,3.0,73,disregard
3839,3,dĭſrĕʹliſh,,,,v.,4.0,73,disrelish
3840,3,dĭſrepūʹte,L.,,,n.,5.0,73,disrepute
3841,2,dĭſrōʹbe,F.,,,v.,6.0,73,disrobe
3842,3,dĭſreſpĕʹct,,,,n.,7.0,73,disrespect
3843,6,dĭſsătĭsfăʹction,,,,n.,8.0,73,dissatisfaction
3844,6,dĭſsătĭsfăʹctory,,,,a.,9.0,73,dissatisfactory
3845,4,dĭſsăʹtĭsfy,L.,,,v.,10.0,73,dissatisfy
3846,2,dĭſsĕʹct,L.,,,v.,11.0,73,dissect
3847,4,dĭſsĕʹction,,,,n.,12.0,73,dissection
3848,2,dĭſſeiʹſie,F.,,,v.,13.0,73,disseisie
3849,3,dĭſſeiſeeʹ,,,,n.,14.0,73,disseisee
3850,3,dĭſſeiʹſin,,,,n.,15.0,73,disseisin
3851,3,dĭſſeiʹſor,,,,n.,16.0,73,disseisor
3852,3,dĭſsĕʹmble,L.,,,v.,17.0,73,dissemble
3853,4,dĭſsĕʹmbler,,,,n.,18.0,73,dissembler
3854,4,dĭſsĕʹmĭnāte,L.,,,v.,19.0,73,disseminate
3855,4,dĭſsĕʹnfion,L.,,Ne correspond à aucune {POS}. Comme indiqué dans le dictionnaire.,s.,20.0,73,dissenfion
3856,2,dĭſsĕʹnt,L.,,,v.,21.0,73,dissent
3857,3,dĭſsĕʹnt_e_r,,,,n.,22.0,73,dissenter
3858,5,dĭſsĕrtāʹtion,L.,,,n.,23.0,73,dissertation
3859,3,dĭſsĕʹrvĭce,,,,n.,24.0,73,disservice
3860,3,dĭſsĕʹver,,,,v.,25.0,73,dissever
3861,4,dĭſsĭʹmĭlar,F.,,,a.,26.0,73,dissimilar
3862,5,dĭſsĭmĭʹlĭtūde,,,,n.,27.0,73,dissimilitude
3863,6,dĭſsĭmŭlāʹtion,,,,n.,28.0,73,dissimulation
3864,3,dĭʹſsĭpāte,,,,v.,29.0,73,dissipate
3865,5,dĭſsĭpāʹtion,F.,,Ne correspond à aucune {POS}. Comme indiqué dans le dictionnaire.,s.,30.0,73,dissipation
3866,4,dĭʹſsŏlūble,L.,,,a.,31.0,73,dissoluble
3867,2,dĭſsŏʹlve,L.,,,v.,32.0,73,dissolve
3868,3,dĭſsŏʹlvent,,,,n.,33.0,73,dissolvent
3869,3,dĭſsŏlūte,L.,nbSyll>1 et pas d'accent tonic,,a.,34.0,73,dissolute
3870,4,dĭʹſsŏlūt_e_nefs,,,,n.,35.0,73,dissolutenefs
3871,5,dĭſsŏlūʹtion,,,,n.,36.0,73,dissolution
3872,3,dĭʹſsŏnănce,F.,,,n.,37.0,73,dissonance
3873,3,dĭʹſsŏnănt,,,,a.,38.0,73,dissonant
3874,2,dĭſſuāʹde,L.,,,v.,39.0,73,dissuade
3875,3,dĭſſuāʹſive,,,,a.,40.0,73,dissuasive
3876,2,dĭʹſtăff,,,,n.,41.0,73,distaff
3877,2,dĭſtaiʹn,,,,v.,42.0,73,distain
3878,2,dĭʹſtănce,L.,,,n.,43.0,73,distance
3879,3,dĭʹſtănced,,,,a.,44.0,73,distanced
3880,2,dĭſtāʹfte,,,,n.,45.0,73,distafte
3881,3,dĭſtāʹt_e_ful,,,,a.,46.0,73,distateful
3882,3,dĭſtĕʹmp_e_r,,,,n.,47.0,73,distemper
3883,4,dĭſtĕʹmpĕred,,,,a.,48.0,73,distempered
3884,2,dĭſtĕʹnd,L.,,,v.,49.0,73,distend
3885,4,dĭſtĕʹntion,,,,n.,50.0,73,distention
3886,2,dĭſtic_h_,,nbSyll>1 et pas d'accent tonic,,n.,51.0,73,distich
3887,2,dĭſtĭʹl,L.,,,v.,52.0,73,distil
3888,5,dĭſtĭllāʹtion,,,,n.,53.0,73,distillation
3889,3,dĭſtĭʹller,,,,n.,54.0,73,distiller
3890,2,dĭſtĭʹnct,,,,a.,55.0,73,distinct
3891,4,dĭſtĭʹnction,,,,n.,56.0,73,distinction
3892,3,dĭſtĭʹnguifh,F.,,,v.,57.0,73,distinguifh
3893,2,dĭſtŏʹrt,L.,,,v.,58.0,73,distort
3894,4,dĭſtŏʹrtion,,,,n.,59.0,73,distortion
3895,2,dĭſtrăʹct,,,,v.,60.0,73,distract
3896,4,dĭſtrăʹction,,,,n.,61.0,73,distraction
3897,2,dĭſtraiʹn,F.,,,v.,62.0,73,distrain
3898,2,dĭʹſtrĕfs,,,,n.,63.0,73,distrefs
3899,3,dĭſtrĭʹbūte,,,,v.,64.0,73,distribute
3900,5,dĭſtrĭbūʹtion,L.,,,n.,65.0,73,distribution
3901,2,dĭſtrĭʹct,L.,,,n.,66.0,73,district
3902,2,dĭſtrŭʹſt,,,,n.,67.0,73,distrust
3903,3,dĭſtrŭʹſtful,,,,a.,68.0,73,distrustful
3904,2,dĭſtŭʹrb,,,,v.,69.0,73,disturb
3905,3,dĭſtŭʹrbance,,,,n.,70.0,73,disturbance
3906,3,dĭſtŭʹr_b_er,,,,n.,71.0,73,disturber
3907,4,dĭſvĕʹlŏped,,,,a.,72.0,73,disveloped
3908,4,dĭsūʹnion,L.,,,n.,73.0,73,disunion
3909,3,dĭsūnīʹte,,,,v.,2.0,74,disunite
3910,2,dĭsūʹſe,L.,,,v.,3.0,74,disuse
3911,4,dĭſsy̆ʹllable,L.,,,n.,4.0,74,dissyollable
3912,1,dĭtch,,,,n.,5.0,74,ditch
3913,4,dĭthy̆răʹmbic,G.,,,a.,6.0,74,dithyorambic
3914,4,dĭthy̆răʹmbus,G.,,,n.,7.0,74,dithyorambus
3915,3,dĭʹttăny,,,,n.,8.0,74,dittany
3916,2,dĭʹtto,,,,a.,9.0,74,ditto
3917,2,dĭʹtty,L.,,,n.,10.0,74,ditty
3918,2,dīʹvan,,,,n.,11.0,74,divan
3919,4,dĭvārĭcāte,,nbSyll>1 et pas d'accent tonic,,v.,12.0,74,divaricate
3920,1,dīve,,,,v.,13.0,74,dive
3921,2,dīʹver,,,,n.,14.0,74,diver
3922,3,dĭvĕʹrgent,L.,,,a.,15.0,74,divergent
3923,2,dīʹvers,L.,,,a.,16.0,74,divers
3924,2,dĭvĕʹrſe,L.,,,a.,17.0,74,diverse
3925,4,dĭvĕʹrsĭfy,F.,,,v.,18.0,74,diversify
3926,4,dĭvĕʹrſion,F.,,,n.,19.0,74,diversion
3927,4,dĭvĕʹrsĭty,,,,n.,20.0,74,diversity
3928,2,dĭvĕʹrt,L.,,,v.,21.0,74,divert
3929,3,dĭvĕʹrting,,,,a.,22.0,74,diverting
3930,4,dĭvĕʹrtĭſ_e_ment,F.,,,n.,23.0,74,divertisement
3931,2,dĭveʹſt,,,,v.,24.0,74,divest
3932,2,dĭvīʹdĕ,L.,,,v.,25.0,74,divide
3933,3,dĭʹvĭdend,,,,n.,26.0,74,dividend
3934,3,dĭvīʹders,,,,n.,27.0,74,dividers
3935,5,dĭvĭnāʹtion,F.,,,n.,28.0,74,divination
3936,2,dĭvīʹne,L.,,,v.,29.0,74,divine
3937,3,dĭvīʹner,L.,,,n.,30.0,74,diviner
3938,4,dĭvĭʹnĭty,F.,,,n.,31.0,74,divinity
3939,6,dĭvĭsĭbĭʹlĭty,,,,n.,32.0,74,divisibility
3940,4,dĭvĭʹsĭble,,,,a.,33.0,74,divisible
3941,4,dĭvĭʹſion,L.,,,n.,34.0,74,division
3942,3,dĭvīʹſor,L.,,,n.,35.0,74,divisor
3943,2,dĭvŏʹrce,L.,,,n.,36.0,74,divorce
3944,3,divōto,,nbSyll>1 et pas d'accent tonic,,n.,37.0,74,divoto
3945,4,dīūrĕʹtic,,,,a.,38.0,74,diuretic
3946,3,dīŭʹrnal,L.,,,a.,39.0,74,diurnal
3947,4,dīŭrnāʹlis,,,,n.,40.0,74,diurnalis
3948,5,dīūtŭʹrnĭty,,,,n.,41.0,74,diuturnity
3949,2,dĭvŭʹlge,L.,,,v.,42.0,74,divulge
3950,2,dĭzzy,,nbSyll>1 et pas d'accent tonic,,a.,43.0,74,dizzy
3951,2,doʹcĭle,L.,,,a.,44.0,74,docile
3952,4,docĭʹlĭty,,,,n.,45.0,74,docility
3953,1,dŏck,,,,n.,46.0,74,dock
3954,2,dŏʹcket,,,,n.,47.0,74,docket
3955,2,dŏʹct_o_r,L.,,,n.,48.0,74,doctor
3956,3,dŏʹctrĭnal,L.,,,a.,49.0,74,doctrinal
3957,2,dŏʹctrĭne,L.,,,n.,50.0,74,doctrine
3958,3,dŏʹcūment,L.,,,n.,51.0,74,document
3959,2,dŏʹdd_e_r,,,,n.,52.0,74,dodder
3960,4,dŏdĕʹcăgon,G.,,,n.,53.0,74,dodecagon
3961,1,dŏdge,,,,v.,54.0,74,dodge
3962,2,dōʹdo,,,,n.,55.0,74,dodo
3963,1,dōe,,,,n.,56.0,74,doe
3964,1,dŏg,,,,n.,57.0,74,dog
3965,1,dōge,,,,n.,58.0,74,doge
3966,2,dŏʹgged,,,,a.,59.0,74,dogged
3967,2,dŏʹgg_e_r,,,,n.,60.0,74,dogger
3968,2,dŏʹggiſh,,,,a.,61.0,74,doggish
3969,2,dŏʹggrel,,,,n.,62.0,74,doggrel
3970,2,dŏʹgmā,G.,,,n.,63.0,74,dogma
3971,4,dŏgmăʹtĭcal,,,,a.,64.0,74,dogmatical
3972,3,dŏʹgmătīze,,,,a.,65.0,74,dogmatize
3973,1,doit,,,,n.,66.0,74,doit
3974,2,dŏʹlcè,,,,a.,67.0,74,dolce
3975,1,dōle,L.,,,n.,68.0,74,dole
3976,2,dol_e_boʹte,,,,n.,69.0,74,dolebote
3977,2,doʹl_e_ful,L.,,,a.,70.0,74,doleful
3978,3,dŏʹlĭman,,,,a.,71.0,74,doliman
3979,2,dŏʹllar,,,,n.,72.0,74,dollar
3980,2,dŏʹlor,L.,,,n.,73.0,74,dolor
3981,3,dŏʹlŏr_o_us,,,,a.,74.0,74,dolorous
3982,2,dŏʹlphin,G.,,,n.,2.0,75,dolphin
3983,2,dŏʹlphins,,,,n.,3.0,75,dolphins
3984,1,dŏlt,,,,n.,4.0,75,dolt
3985,2,domaiʹn,,,,n.,5.0,75,domain
3986,1,dōme,G.,,,n.,6.0,75,dome
3987,3,domĕʹſtic,L.,,,n.,7.0,75,domestic
3988,3,doʹmĭcil,F.,,,n.,8.0,75,domicil
3989,5,dŏmĭnāʹtion.,,,,n.,9.0,75,domination
3990,3,dŏmĭneeʹr,F.,,,v.,10.0,75,domineer
3991,4,dŏmĭʹnĭcal,,,,n.,11.0,75,dominical
3992,4,dŏmĭʹnĭcans,,,,n.,12.0,75,dominicans
3993,3,dŏmĭʹnĭon,,,,n.,13.0,75,dominion
3994,3,dŏʹmĭno,L.,,,n.,14.0,75,domino
3995,1,don,,,,n.,15.0,75,don
3996,4,dŏnāʹtion,F.,,,n.,16.0,75,donation
3997,2,dŏneeʹ,,,,n.,17.0,75,donee
3998,2,doʹnjon,F.,,,n.,18.0,75,donjon
3999,2,dōnor,L.,nbSyll>1 et pas d'accent tonic,,n.,19.0,75,donor
4000,1,doom,,,,n.,20.0,75,doom
4001,1,door,L.,,,n.,21.0,75,door
4002,1,dor,,,,n.,22.0,75,dor
4003,2,doreeʹ,F.,,,n.,23.0,75,doree
4004,2,doʹric,,,,n.,24.0,75,doric
4005,2,dŏʹrman,,,,n.,25.0,75,dorman
4006,2,dŏʹrmănt,F.,,,a.,26.0,75,dormant
4007,4,dŏʹrmĭtory,L.,,,n.,27.0,75,dormitory
4008,2,dŏʹrmȯu̇ſe,,,,n.,28.0,75,dormouose
4009,2,dŏʹrſ_e_r,,,,n.,29.0,75,dorser
4010,4,dŏrsĭʹſĕr_o_us,L.,,,a.,30.0,75,dorsiserous
4011,1,dŏſe,G.,,,n.,31.0,75,dose
4012,2,dŏʹſel,,,,n.,32.0,75,dosel
4013,2,dŏʹſſil,,,,n.,33.0,75,dossil
4014,1,dŏt,,,,n.,34.0,75,dot
4015,2,dŏʹtage,,,,n.,35.0,75,dotage
4016,2,dōʹtal,L.,,,a.,36.0,75,dotal
4017,2,dŏʹtard,,,,n.,37.0,75,dotard
4018,2,dŏʹtkin,,,,n.,38.0,75,dotkin
4019,3,dŏʹttĕrel,,,,n.,39.0,75,dotterel
4020,2,d_o_ŭʹble,F.,,,v.,40.0,75,double
4021,2,d_o_ŭʹbler,,,,n.,41.0,75,doubler
4022,2,d_o_ŭʹblet,,,,n.,42.0,75,doublet
4023,2,d_o_ŭʹbloon,,,,n.,43.0,75,doubloon
4024,1,dȯu̇_b_t,F.,,,n.,44.0,75,douobt
4025,2,dȯu̇_b_tful,,nbSyll>1 et pas d'accent tonic,,a.,45.0,75,douobtful
4026,2,dȯu̇ʹbtleſs,,,,a.,46.0,75,douobtless
4027,2,dȯu̇ʹcet,F.,,,n.,47.0,75,douocet
4028,3,dȯʹu̇cets,,,,n.,48.0,75,douocets
4029,2,dȯu̇ʹcĭne,,,,n.,49.0,75,douocine
4030,1,dŏve,,,,n.,50.0,75,dove
4031,2,dŏʹv_e_tail,,,,n.,51.0,75,dovetail
4032,1,do_ugh_,,,,n.,52.0,75,dough
4033,2,do_u_ʹ_gh_ty,,,,a.,53.0,75,doughty
4034,3,dȯʹẇăger,F.,,,n.,54.0,75,dowager
4035,2,dȯʹẇdy,,,,n.,55.0,75,dowdy
4036,2,dȯʹẇer,,,,n.,56.0,75,dower
4037,2,dȯʹẇlaſs,,,,n.,57.0,75,dowlass
4038,1,dȯẇn,,,,n.,58.0,75,down
4039,2,dȯʹẇry,,,,n.,59.0,75,dowry
4040,1,dȯẇns,,,,n.,60.0,75,downs
4041,2,dȯʹẇnward,,,,a.,61.0,75,downward
4042,2,dȯʹẇny,,,,a.,62.0,75,downy
4043,1,dȯẇſe,L.,,,n.,63.0,75,dowse
4044,4,dŏxŏʹlŏgy,G.,,,n.,64.0,75,doxology
4045,2,dŏʹxy,,,,n.,65.0,75,doxy
4046,1,dōze,,,,n.,66.0,75,doze
4047,2,dŏʹzen,F.,,,n.,67.0,75,dozen
4048,1,drăb,,,,n.,68.0,75,drab
4049,1,dra_ch_m,,,,n.,69.0,75,drachm
4050,2,drăʹc_h_mā,G.,,,n.,70.0,75,drachma
4051,4,drăcŭʹncŭli,,,,n.,71.0,75,dracunculi
4052,1,drăff,,,,n.,72.0,75,draff
4053,1,drăg,,,,n.,73.0,75,drag
4054,2,drāʹgănt,,,,n.,2.0,76,dragant
4055,2,drăʹggle,,,,v.,3.0,76,draggle
4056,1,drăggs,,,,n.,4.0,76,draggs
4057,2,drāʹgon,F.,,,n.,5.0,76,dragon
4058,2,dragooʹn,F.,,,n.,6.0,76,dragoon
4059,1,drain,,,,n.,7.0,76,drain
4060,1,drāke,L.,,,n.,8.0,76,drake
4061,1,drăm,G.,,,n.,9.0,76,dram
4062,2,drăʹmā,G.,,,n.,10.0,76,drama
4063,3,drămăʹtic,G.,,,a.,11.0,76,dramatic
4064,1,drăp,,,,n.,12.0,76,drap
4065,2,drāʹp_e_r,F.,,,n.,13.0,76,draper
4066,3,drāʹpery,F.,,,n.,14.0,76,drapery
4067,1,drau_gh_t,,,,n.,15.0,76,draught
4068,1,drau_gh_ts,,,,n.,16.0,76,draughts
4069,1,draul,,,,v.,17.0,76,draul
4070,1,draw,,,,v.,18.0,76,draw
4071,2,draʹwer,,,,n.,19.0,76,drawer
4072,2,draʹwing,,,,n.,20.0,76,drawing
4073,1,drawk,,,,n.,21.0,76,drawk
4074,1,dray,,,,n.,22.0,76,dray
4075,1,dread,,,,a.,23.0,76,dread
4076,2,dreaʹdful,,,,a.,24.0,76,dreadful
4077,1,dream,L.,,,n.,25.0,76,dream
4078,2,dreʹary,,,,a.,26.0,76,dreary
4079,1,drĕdge,,,,v.,27.0,76,dredge
4080,2,drĕʹdger,,,,n.,28.0,76,dredger
4081,2,drĕʹdgers,,,,n.,29.0,76,dredgers
4082,2,drĕgs,,nbSyll>1 et pas d'accent tonic,,n.,30.0,76,dregs
4083,1,drĕnch,,,,n.,31.0,76,drench
4084,1,drĕſs,F.,,,v.,32.0,76,dress
4085,2,drĕʹſſer,,,,n.,33.0,76,dresser
4086,2,drĭʹbble,,,,n.,34.0,76,dribble
4087,2,drĭʹblet,,,,n.,35.0,76,driblet
4088,1,drĭll,,,,n.,36.0,76,drill
4089,1,drĭnk,,,,n.,37.0,76,drink
4090,1,drĭp,,,,v.,38.0,76,drip
4091,2,drĭʹpping,,,,n.,39.0,76,dripping
4092,1,drīve,,,,v.,40.0,76,drive
4093,3,drĭʹvĕller,,,,n.,41.0,76,driveller
4094,2,drīʹver,,,,n.,42.0,76,driver
4095,2,drĭʹzzle,,,,v.,43.0,76,drizzle
4096,1,droll,,,,n.,44.0,76,droll
4097,4,drŏʹmĕdāry,L.,,,n.,45.0,76,dromedary
4098,1,drone,,,,n.,46.0,76,drone
4099,1,droop,,,,v.,47.0,76,droop
4100,1,drop,L.,,,n.,48.0,76,drop
4101,2,drŏʹpſy,G.,,,n.,49.0,76,dropsy
4102,1,drŏſs,,,,n.,50.0,76,dross
4103,2,drŏʹſſy,,,,n.,51.0,76,drossy
4104,1,drove,,,,n.,52.0,76,drove
4105,2,drōʹver,,,,n.,53.0,76,drover
4106,1,drō_ugh_t,,,,n.,54.0,76,drought
4107,2,drȯu̇ʹ_gh_ty,,,,a.,55.0,76,drouoghty
4108,1,drówn,,,,v.,56.0,76,drown
4109,2,drȯẇſy,,nbSyll>1 et pas d'accent tonic,,a.,57.0,76,drowsy
4110,1,drŭb,,,,v.,58.0,76,drub
4111,1,drŭdge,,,,v.,59.0,76,drudge
4112,3,drŭʹdg_e_ry,,,,n.,60.0,76,drudgery
4113,2,drŭʹgget,F.,,,n.,61.0,76,drugget
4114,2,drŭʹggiſt,,,,n.,62.0,76,druggist
4115,1,drŭgs,F.,,,n.,63.0,76,drugs
4116,2,drūʹid,,,,n.,64.0,76,druid
4117,1,drŭm,,,,n.,65.0,76,drum
4118,1,drŭnk,,,,a.,66.0,76,drunk
4119,2,drŭnkŭrd,,nbSyll>1 et pas d'accent tonic,,n.,67.0,76,drunkurd
4120,1,dry,,,,a.,68.0,76,dry
4121,2,drȳʹads,G.,,,n.,69.0,76,dryads
4122,2,dūʹal,L.,,,a.,70.0,76,dual
4123,1,dŭb,F.,,,v.,71.0,76,dub
4124,3,dūʹbĭ_o_us,L.,,,a.,72.0,76,dubious
4125,2,dūʹcal,,,,a.,73.0,76,ducal
4126,2,dūʹcāpe,,,,n.,2.0,77,ducape
4127,2,dŭʹcat,,,,n.,3.0,77,ducat
4128,3,dŭcătooʹn,,,,n.,4.0,77,ducatoon
4129,1,dŭck,,,,n.,5.0,77,duck
4130,2,dŭʹckling,,,,n.,6.0,77,duckling
4131,2,dŭʹctĭle,,,,a.,7.0,77,ductile
4132,1,dŭcts,L.,,,n.,8.0,77,ducts
4133,3,dŭʹdgeon,,,,n.,9.0,77,dudgeon
4134,1,dūe,,,,a.,10.0,77,due
4135,2,dūʹel,L.,,,n.,11.0,77,duel
4136,3,dūʹĕliſt,,,,n.,12.0,77,duelist
4137,2,dūĕʹt,,,,n.,13.0,77,duet
4138,1,dŭg,,,,n.,14.0,77,dug
4139,1,dūke,F.,,,n.,15.0,77,duke
4140,2,dūʹk_e_dom,,,,n.,16.0,77,dukedom
4141,2,dŭʹlcet,,,,a.,17.0,77,dulcet
4142,3,dŭʹlcĭfy,F.,,,v.,18.0,77,dulcify
4143,3,dŭʹlcĭmer,,,,n.,19.0,77,dulcimer
4144,1,dŭll,,,,a.,20.0,77,dull
4145,1,dŭm_b_,,,,a.,21.0,77,dumb
