,nbSyll,pron,origin,warning,remarques,POS,lineId,pageId,motVedette,hwd,Sampa,ipa
2591,4,dĭsĕntăʹngle,,,,v.,67.0,71,disentangle,disentangle,d I s @ n t { N g @ l,dɪsəntæŋgəl
2592,3,dĭsfĭʹgŭre,F.,,,v.,70.0,71,disfigure,disfigure,d i s f I g j 3:r,disfɪgjɜ:r
2593,2,dĭſgŏʹrge,F.,,,v.,72.0,71,disgorge,disgorge,d i s g O: r\ dZ,disgOːɹ?
2594,2,dĭſgrāʹce,F.,,,v.,73.0,71,disgrace,disgrace,d i s g r\ eI s,disgɹ?s
2595,3,dĭſgrāʹc_e_ful,,,,a.,2.0,72,disgraceful,disgraceful,d i s g r\ eI s f @ l,disgɹ?sfəl
2596,2,dĭſg_u_īʹſe,F.,,,v.,3.0,72,disguise,disguise,d i s g aI z,disg?z
2597,2,dĭſgŭʹſt,F.,,,n.,4.0,72,disgust,disgust,d i s g V s t,disgʌst
2598,1,dĭſh,,,,n.,5.0,72,dish,dish,d I S,dɪʃ
2599,3,dĭſhŏʹneſt,,,,a.,10.0,72,dishonest,dishonest,d i s A n @ s t,disɑnəst
2600,4,dĭſhŏʹnĕſty,L.,,,n.,11.0,72,dishonesty,dishonesty,d i s A n @ s t i:,disɑnəstiː
2601,5,dĭsĭngĕʹnū_o_us,L.,,,a.,16.0,72,disingenuous,disingenuous,d i s i n dZ E n j u @ s,disin?ɛnjuəs
2602,5,dĭsʹĭntĕrĕſted,F.,,,a.,18.0,72,disinterested,disinterested,d i s I n t r\ i s t i d,disɪntɹistid
2603,2,dĭsjoiʹnt,F.,,,v.,21.0,72,disjoint,disjoint,d i s dZ OI n t,dis??nt
2604,4,dĭsjŭʹnction,L.,,,n.,22.0,72,disjunction,disjunction,d i s dZ V N k S @ n,dis?ʌŋkʃən
2605,1,dĭſk,,,,n.,24.0,72,disk,disk,d I s k,dɪsk
2606,2,dĭſlīʹke,,,,v.,25.0,72,dislike,dislike,d i s l aI k,disl?k
2607,3,dĭʹſlŏcāte,,,,v.,26.0,72,dislocate,dislocate,d I s l @U k eI t,dɪsloʊk?t
2608,2,dĭſlŏʹdge,F.,,,v.,27.0,72,dislodge,dislodge,d i s l A dZ,dislɑ?
2609,4,dĭſloʹyălty,F.,,,n.,28.0,72,disloyalty,disloyalty,d i s l OI @ l t i:,disl?əltiː
2610,2,dĭʹſmal,,,,a.,29.0,72,dismal,dismal,d I z m @ l,dɪzməl
2611,3,dĭʹſmăʹntle,F.,,,v.,30.0,72,dismantle,dismantle,d i s m { n t @ l,dismæntəl
2612,2,dĭſmaʹy,,,,v.,31.0,72,dismay,dismay,d i s m eI,dism?
2613,3,dĭſmĕʹmb_e_r,F.,,,v.,32.0,72,dismember,dismember,d i s m E m b 3:r,dismɛmbɜ:r
2614,5,dĭsŏbēʹdĭĕnce,F.,,,n.,36.0,72,disobedience,disobedience,d I s @ b i: 4 i: @ n s,dɪsəbiːɾiːəns
2615,3,dĭsŏbeʹy,F.,,,v.,37.0,72,disobey,disobey,d I s @ b eI,dɪsəb?
2616,3,dĭsŏʹrd_e_r,F.,,,n.,39.0,72,disorder,disorder,d i s O: r\ 4 3:r,disOːɹɾɜ:r
2617,2,dĭſȯʹẇn,,,,v.,40.0,72,disown,disown,d i s @U n,disoʊn
2618,3,dĭſpăʹrage,F.,,,v.,41.0,72,disparage,disparage,d i s p E r\ i dZ,dispɛɹi?
2619,4,dĭſpāʹrĭty,F.,,,n.,43.0,72,disparity,disparity,d i s p E r\ @ 4 i:,dispɛɹəɾiː
2620,2,dĭſpăʹtch,F.,,,n.,45.0,72,dispatch,dispatch,d i s p { tS,dispæ?
2621,2,dĭſpĕʹl,,,,v.,46.0,72,dispel,dispel,d i s p E l,dispɛl
2622,4,dĭſpĕʹnsăry,F.,,,n.,47.0,72,dispensary,dispensary,d i s p E n s 3:r i:,dispɛnsɜ:riː
2623,5,dĭſpĕnsāʹtion,,,,n.,48.0,72,dispensation,dispensation,d I s p @ n s eI S @ n,dɪspəns?ʃən
2624,2,dĭſpĕʹnſe,L.,,,v.,49.0,72,dispense,dispense,d i s p E n s,dispɛns
2625,2,dĭſpĕʹrſe,F.,,,v.,51.0,72,disperse,disperse,d i s p 3:r s,dispɜ:rs
2626,4,dĭſpĕʹrſion,,,,n.,52.0,72,dispersion,dispersion,d i s p 3:r Z @ n,dispɜ:rʒən
2627,2,dĭſplāʹce,F.,,,v.,54.0,72,displace,displace,d i s p l eI s,displ?s
2628,2,dĭſplaʹy,F.,,,v.,56.0,72,display,display,d i s p l eI,displ?
2629,2,dĭſpleaʹſe,F.,,,v.,57.0,72,displease,displease,d i s p l i: z,displiːz
2630,3,dĭſpleaʹſūre,,,,n.,58.0,72,displeasure,displeasure,d i s p l E Z 3:r,displɛʒɜ:r
2631,3,dĭſpōʹſal,,,,n.,60.0,72,disposal,disposal,d i s p @U z @ l,dispoʊzəl
2632,2,dĭſpōʹſe,F.,,,v.,61.0,72,dispose,dispose,d i s p @U z,dispoʊz
2633,5,dĭſpŏsĭʹtion,,,,n.,62.0,72,disposition,disposition,d I s p @ z I S @ n,dɪspəzɪʃən
2634,3,dĭſpŏſsĕʹſs,,,,v.,63.0,72,dispossess,dispossess,d I s p @ z E s,dɪspəzɛs
2635,5,dĭſprŏpŏʹrtion,F.,,,n.,65.0,72,disproportion,disproportion,d I s p r\ @ p O: r\ S @ n,dɪspɹəpOːɹʃən
2636,5,dĭſprŏpŏʹrtionāte,,,,a.,66.0,72,disproportionate,disproportionate,d I s p r\ @ p O: r\ S @ n i t,dɪspɹəpOːɹʃənit
2637,2,dĭſproʹve,,,,v.,67.0,72,disprove,disprove,d i s p r\ u v,dispɹuv
2638,5,dĭſpūtāʹtion,L.,,,n.,70.0,72,disputation,disputation,d i s p j u t eI S @ n,dispjut?ʃən
2639,2,dĭſpūʹte,L.,,,v.,71.0,72,dispute,dispute,d i s p j u t,dispjut
2640,4,dĭſquaʹlĭfy,,,,v.,72.0,72,disqualify,disqualify,d i s k w A l @ f aI,diskwɑləf?
2641,3,dĭſquīʹĕt,,,,v.,73.0,72,disquiet,disquiet,d i s k w aI @ t,diskw?ət
2642,3,dĭſrēgăʹrd,F.,,,v.,3.0,73,disregard,disregard,d I s r\ i g A r\ d,dɪsɹigɑɹd
2643,3,dĭſrepūʹte,L.,,,n.,5.0,73,disrepute,disrepute,d I s r\ i p j u t,dɪsɹipjut
2644,3,dĭſreſpĕʹct,,,,n.,7.0,73,disrespect,disrespect,d I s r\ i s p E k t,dɪsɹispɛkt
2645,6,dĭſsătĭsfăʹction,,,,n.,8.0,73,dissatisfaction,dissatisfaction,d I s { 4 i s f { k S @ n,dɪsæɾisfækʃən
2646,4,dĭſsăʹtĭsfy,L.,,,v.,10.0,73,dissatisfy,dissatisfy,d i s { 4 @ s f aI,disæɾəsf?
2647,2,dĭſsĕʹct,L.,,,v.,11.0,73,dissect,dissect,d aI s E k t,d?sɛkt
2648,4,dĭſsĕʹction,,,,n.,12.0,73,dissection,dissection,d aI s E k S @ n,d?sɛkʃən
2649,3,dĭſsĕʹmble,L.,,,v.,17.0,73,dissemble,dissemble,d i s E m b @ l,disɛmbəl
2650,4,dĭſsĕʹmĭnāte,L.,,,v.,19.0,73,disseminate,disseminate,d i s E m @ n eI t,disɛmən?t
2651,2,dĭſsĕʹnt,L.,,,v.,21.0,73,dissent,dissent,d i s E n t,disɛnt
2652,3,dĭſsĕʹnt_e_r,,,,n.,22.0,73,dissenter,dissenter,d i s E n t 3:r,disɛntɜ:r
2653,5,dĭſsĕrtāʹtion,L.,,,n.,23.0,73,dissertation,dissertation,d I s 3:r t eI S @ n,dɪsɜ:rt?ʃən
2654,3,dĭſsĕʹrvĭce,,,,n.,24.0,73,disservice,disservice,d i s s 3:r v @ s,dissɜ:rvəs
2655,4,dĭſsĭʹmĭlar,F.,,,a.,26.0,73,dissimilar,dissimilar,d i s s I m @ l 3:r,dissɪməlɜ:r
2656,3,dĭʹſsĭpāte,,,,v.,29.0,73,dissipate,dissipate,d I s @ p eI t,dɪsəp?t
2657,5,dĭſsĭpāʹtion,F.,,Ne correspond à aucune {POS}. Comme indiqué dans le dictionnaire.,s.,30.0,73,dissipation,dissipation,d I s i p eI S @ n,dɪsip?ʃən
2658,2,dĭſsŏʹlve,L.,,,v.,32.0,73,dissolve,dissolve,d i z A l v,dizɑlv
2659,5,dĭſsŏlūʹtion,,,,n.,36.0,73,dissolution,dissolution,d I s @ l u S @ n,dɪsəluʃən
2660,3,dĭʹſsŏnănce,F.,,,n.,37.0,73,dissonance,dissonance,d I s @ n @ n s,dɪsənəns
2661,3,dĭʹſsŏnănt,,,,a.,38.0,73,dissonant,dissonant,d I s @ n @ n t,dɪsənənt
2662,2,dĭſſuāʹde,L.,,,v.,39.0,73,dissuade,dissuade,d i s w eI d,disw?d
2663,2,dĭʹſtănce,L.,,,n.,43.0,73,distance,distance,d I s t @ n s,dɪstəns
2664,3,dĭʹſtănced,,,,a.,44.0,73,distanced,distanced,d I s t @ n s t,dɪstənst
2665,3,dĭſtĕʹmp_e_r,,,,n.,47.0,73,distemper,distemper,d i s t E m p 3:r,distɛmpɜ:r
2666,2,dĭſtĕʹnd,L.,,,v.,49.0,73,distend,distend,d i s t E n d,distɛnd
2667,2,dĭſtĭʹl,L.,,,v.,52.0,73,distil,distil,d i s t I l,distɪl
2668,5,dĭſtĭllāʹtion,,,,n.,53.0,73,distillation,distillation,d I s t @ l eI S @ n,dɪstəl?ʃən
2669,3,dĭſtĭʹller,,,,n.,54.0,73,distiller,distiller,d i s t I l 3:r,distɪlɜ:r
2670,2,dĭſtĭʹnct,,,,a.,55.0,73,distinct,distinct,d i s t I N k t,distɪŋkt
2671,4,dĭſtĭʹnction,,,,n.,56.0,73,distinction,distinction,d i s t I N k S @ n,distɪŋkʃən
2672,2,dĭſtŏʹrt,L.,,,v.,58.0,73,distort,distort,d i s t O: r\ t,distOːɹt
2673,4,dĭſtŏʹrtion,,,,n.,59.0,73,distortion,distortion,d i s t O: r\ S @ n,distOːɹʃən
2674,2,dĭſtrăʹct,,,,v.,60.0,73,distract,distract,d i s t r\ { k t,distɹækt
2675,4,dĭſtrăʹction,,,,n.,61.0,73,distraction,distraction,d i s t r\ { k S @ n,distɹækʃən
2676,3,dĭſtrĭʹbūte,,,,v.,64.0,73,distribute,distribute,d i s t r\ I b j u t,distɹɪbjut
2677,5,dĭſtrĭbūʹtion,L.,,,n.,65.0,73,distribution,distribution,d I s t r\ @ b j u S @ n,dɪstɹəbjuʃən
2678,2,dĭſtrĭʹct,L.,,,n.,66.0,73,district,district,d I s t r\ i k t,dɪstɹikt
2679,2,dĭſtrŭʹſt,,,,n.,67.0,73,distrust,distrust,d i s t r\ V s t,distɹʌst
2680,3,dĭſtrŭʹſtful,,,,a.,68.0,73,distrustful,distrustful,d i s t r\ V s t f @ l,distɹʌstfəl
2681,2,dĭſtŭʹrb,,,,v.,69.0,73,disturb,disturb,d i s t 3:r b,distɜ:rb
2682,3,dĭſtŭʹrbance,,,,n.,70.0,73,disturbance,disturbance,d i s t 3:r b @ n s,distɜ:rbəns
2683,4,dĭsūʹnion,L.,,,n.,73.0,73,disunion,disunion,d i s j u n j @ n,disjunjən
2684,2,dĭsūʹſe,L.,,,v.,3.0,74,disuse,disuse,d i s j u s,disjus
2685,1,dĭtch,,,,n.,5.0,74,ditch,ditch,d I tS,dɪ?
2686,2,dĭʹtto,,,,a.,9.0,74,ditto,ditto,d I 4 @U,dɪɾoʊ
2687,2,dĭʹtty,L.,,,n.,10.0,74,ditty,ditty,d I 4 i:,dɪɾiː
2688,2,dīʹvan,,,,n.,11.0,74,divan,divan,d i v { n,divæn
2689,1,dīve,,,,v.,13.0,74,dive,dive,d aI v,d?v
2690,2,dīʹver,,,,n.,14.0,74,diver,diver,d aI v 3:r,d?vɜ:r
2691,3,dĭvĕʹrgent,L.,,,a.,15.0,74,divergent,divergent,d aI v 3:r dZ @ n t,d?vɜ:r?ənt
2692,2,dīʹvers,L.,,,a.,16.0,74,divers,divers,d aI v 3:r z,d?vɜ:rz
2693,2,dĭvĕʹrſe,L.,,,a.,17.0,74,diverse,diverse,d aI v 3:r s,d?vɜ:rs
2694,4,dĭvĕʹrsĭfy,F.,,,v.,18.0,74,diversify,diversify,d aI v 3:r s @ f aI,d?vɜ:rsəf?
2695,4,dĭvĕʹrſion,F.,,,n.,19.0,74,diversion,diversion,d aI v 3:r Z @ n,d?vɜ:rʒən
2696,4,dĭvĕʹrsĭty,,,,n.,20.0,74,diversity,diversity,d i v 3:r s @ 4 i:,divɜ:rsəɾiː
2697,2,dĭvĕʹrt,L.,,,v.,21.0,74,divert,divert,d aI v 3:r t,d?vɜ:rt
2698,3,dĭvĕʹrting,,,,a.,22.0,74,diverting,diverting,d aI v 3:r 4 i N,d?vɜ:rɾiŋ
2699,2,dĭveʹſt,,,,v.,24.0,74,divest,divest,d aI v E s t,d?vɛst
2700,2,dĭvīʹdĕ,L.,,,v.,25.0,74,divide,divide,d i v aI d,div?d
2701,3,dĭʹvĭdend,,,,n.,26.0,74,dividend,dividend,d I v i d E n d,dɪvidɛnd
2702,5,dĭvĭnāʹtion,F.,,,n.,28.0,74,divination,divination,d I v @ n eI S @ n,dɪvən?ʃən
2703,2,dĭvīʹne,L.,,,v.,29.0,74,divine,divine,d i v aI n,div?n
2704,4,dĭvĭʹnĭty,F.,,,n.,31.0,74,divinity,divinity,d i v I n @ 4 i:,divɪnəɾiː
2705,6,dĭvĭsĭbĭʹlĭty,,,,n.,32.0,74,divisibility,divisibility,d i v I z @ b I l @ 4 i:,divɪzəbɪləɾiː
2706,4,dĭvĭʹsĭble,,,,a.,33.0,74,divisible,divisible,d i v I z @ b @ l,divɪzəbəl
2707,4,dĭvĭʹſion,L.,,,n.,34.0,74,division,division,d i v I Z @ n,divɪʒən
2708,3,dĭvīʹſor,L.,,,n.,35.0,74,divisor,divisor,d i v aI z 3:r,div?zɜ:r
2709,2,dĭvŏʹrce,L.,,,n.,36.0,74,divorce,divorce,d i v O: r\ s,divOːɹs
2710,4,dīūrĕʹtic,,,,a.,38.0,74,diuretic,diuretic,d aI u r\ E 4 i k,d?uɹɛɾik
2711,3,dīŭʹrnal,L.,,,a.,39.0,74,diurnal,diurnal,d aI 3:r n @ l,d?ɜ:rnəl
2712,2,dĭvŭʹlge,L.,,,v.,42.0,74,divulge,divulge,d i v V l dZ,divʌl?
2713,2,dĭzzy,,nbSyll>1 et pas d'accent tonic,,a.,43.0,74,dizzy,dizzy,d I z i:,dɪziː
2714,2,doʹcĭle,L.,,,a.,44.0,74,docile,docile,d A s @ l,dɑsəl
2715,4,docĭʹlĭty,,,,n.,45.0,74,docility,docility,d A s I l @ 4 i:,dɑsɪləɾiː
2716,1,dŏck,,,,n.,46.0,74,dock,dock,d A k,dɑk
2717,2,dŏʹcket,,,,n.,47.0,74,docket,docket,d A k @ t,dɑkət
2718,2,dŏʹct_o_r,L.,,,n.,48.0,74,doctor,doctor,d A k t 3:r,dɑktɜ:r
2719,3,dŏʹctrĭnal,L.,,,a.,49.0,74,doctrinal,doctrinal,d A k t r\ @ n @ l,dɑktɹənəl
2720,2,dŏʹctrĭne,L.,,,n.,50.0,74,doctrine,doctrine,d A k t r\ @ n,dɑktɹən
2721,3,dŏʹcūment,L.,,,n.,51.0,74,document,document,d A k j @ m E n t,dɑkjəmɛnt
2722,1,dŏdge,,,,v.,54.0,74,dodge,dodge,d A dZ,dɑ?
2723,2,dōʹdo,,,,n.,55.0,74,dodo,dodo,d @U 4 @U,doʊɾoʊ
2724,1,dōe,,,,n.,56.0,74,doe,doe,d @U,doʊ
2725,1,dŏg,,,,n.,57.0,74,dog,dog,d O: g,dOːg
2726,1,dōge,,,,n.,58.0,74,doge,doge,d @U dZ,doʊ?
2727,2,dŏʹgged,,,,a.,59.0,74,dogged,dogged,d O: g d,dOːgd
2728,2,dŏʹgmā,G.,,,n.,63.0,74,dogma,dogma,d A g m @,dɑgmə
2729,2,dŏʹlcè,,,,a.,67.0,74,dolce,dolce,d @U l tS eI,doʊl??
2730,1,dōle,L.,,,n.,68.0,74,dole,dole,d @U l,doʊl
2731,2,doʹl_e_ful,L.,,,a.,70.0,74,doleful,doleful,d @U l f @ l,doʊlfəl
2732,2,dŏʹllar,,,,n.,72.0,74,dollar,dollar,d A l 3:r,dɑlɜ:r
2733,2,dŏʹlphin,G.,,,n.,2.0,75,dolphin,dolphin,d A l f @ n,dɑlfən
2734,2,dŏʹlphins,,,,n.,3.0,75,dolphins,dolphins,d A l f @ n z,dɑlfənz
2735,2,domaiʹn,,,,n.,5.0,75,domain,domain,d @U m eI n,doʊm?n
2736,1,dōme,G.,,,n.,6.0,75,dome,dome,d @U m,doʊm
2737,3,domĕʹſtic,L.,,,n.,7.0,75,domestic,domestic,d @ m E s t i k,dəmɛstik
2738,5,dŏmĭnāʹtion.,,,,n.,9.0,75,domination,domination,d A m @ n eI S @ n,dɑmən?ʃən
2739,3,dŏmĭneeʹr,F.,,,v.,10.0,75,domineer,domineer,d A m @ n I r\,dɑmənɪɹ
2740,4,dŏmĭʹnĭcans,,,,n.,12.0,75,dominicans,dominicans,d @U m I n i k @ n z,doʊmɪnikənz
2741,3,dŏmĭʹnĭon,,,,n.,13.0,75,dominion,dominion,d @ m I n j @ n,dəmɪnjən
2742,3,dŏʹmĭno,L.,,,n.,14.0,75,domino,domino,d A m @ n @U,dɑmənoʊ
2743,1,don,,,,n.,15.0,75,don,don,d A n,dɑn
2744,4,dŏnāʹtion,F.,,,n.,16.0,75,donation,donation,d @U n eI S @ n,doʊn?ʃən
2745,2,dōnor,L.,nbSyll>1 et pas d'accent tonic,,n.,19.0,75,donor,donor,d @U n 3:r,doʊnɜ:r
2746,1,doom,,,,n.,20.0,75,doom,doom,d u m,dum
2747,1,door,L.,,,n.,21.0,75,door,door,d O: r\,dOːɹ
2748,2,doʹric,,,,n.,24.0,75,doric,doric,d O: r\ i k,dOːɹik
2749,2,dŏʹrman,,,,n.,25.0,75,dorman,dorman,d O: r\ m @ n,dOːɹmən
2750,2,dŏʹrmănt,F.,,,a.,26.0,75,dormant,dormant,d O: r\ m @ n t,dOːɹmənt
2751,4,dŏʹrmĭtory,L.,,,n.,27.0,75,dormitory,dormitory,d O: r\ m @ t O: r\ i:,dOːɹmətOːɹiː
2752,1,dŏſe,G.,,,n.,31.0,75,dose,dose,d @U s,doʊs
2753,1,dŏt,,,,n.,34.0,75,dot,dot,d A t,dɑt
2754,2,d_o_ŭʹble,F.,,,v.,40.0,75,double,double,d V b @ l,dʌbəl
2755,1,dŏve,,,,n.,50.0,75,dove,dove,d V v,dʌv
2756,2,dŏʹv_e_tail,,,,n.,51.0,75,dovetail,dovetail,d V v t eI l,dʌvt?l
2757,1,do_ugh_,,,,n.,52.0,75,dough,dough,d @U,doʊ
2758,2,do_u_ʹ_gh_ty,,,,a.,53.0,75,doughty,doughty,d O: 4 i:,dOːɾiː
2759,3,dȯʹẇăger,F.,,,n.,54.0,75,dowager,dowager,d aU @ dZ 3:r,d?ə?ɜ:r
2760,2,dȯʹẇdy,,,,n.,55.0,75,dowdy,dowdy,d aU 4 i:,d?ɾiː
2761,2,dȯʹẇer,,,,n.,56.0,75,dower,dower,d aU r\,d?ɹ
2762,1,dȯẇn,,,,n.,58.0,75,down,down,d aU n,d?n
2763,2,dȯʹẇry,,,,n.,59.0,75,dowry,dowry,d aU r\ i:,d?ɹiː
2764,1,dȯẇns,,,,n.,60.0,75,downs,downs,d aU n z,d?nz
2765,2,dȯʹẇnward,,,,a.,61.0,75,downward,downward,d aU n w 3:r d,d?nwɜ:rd
2766,2,dȯʹẇny,,,,a.,62.0,75,downy,downy,d aU n i:,d?niː
2767,1,dȯẇſe,L.,,,n.,63.0,75,dowse,dowse,d aU s,d?s
2768,4,dŏxŏʹlŏgy,G.,,,n.,64.0,75,doxology,doxology,d A k s A l @ dZ i:,dɑksɑlə?iː
2769,2,dŏʹxy,,,,n.,65.0,75,doxy,doxy,d A k s i:,dɑksiː
2770,1,dōze,,,,n.,66.0,75,doze,doze,d @U z,doʊz
2771,2,dŏʹzen,F.,,,n.,67.0,75,dozen,dozen,d V z @ n,dʌzən
2772,1,drăb,,,,n.,68.0,75,drab,drab,d r\ { b,dɹæb
2773,2,drăʹc_h_mā,G.,,,n.,70.0,75,drachma,drachma,d r\ { k m @,dɹækmə
2774,1,drăg,,,,n.,73.0,75,drag,drag,d r\ { g,dɹæg
2775,2,drāʹgon,F.,,,n.,5.0,76,dragon,dragon,d r\ { g @ n,dɹægən
2776,1,drain,,,,n.,7.0,76,drain,drain,d r\ eI n,dɹ?n
2777,1,drāke,L.,,,n.,8.0,76,drake,drake,d r\ eI k,dɹ?k
2778,1,drăm,G.,,,n.,9.0,76,dram,dram,d r\ { m,dɹæm
2779,2,drăʹmā,G.,,,n.,10.0,76,drama,drama,d r\ A m @,dɹɑmə
2780,3,drămăʹtic,G.,,,a.,11.0,76,dramatic,dramatic,d r\ @ m { 4 i k,dɹəmæɾik
2781,2,drāʹp_e_r,F.,,,n.,13.0,76,draper,draper,d r\ eI p 3:r,dɹ?pɜ:r
2782,3,drāʹpery,F.,,,n.,14.0,76,drapery,drapery,d r\ eI p 3:r i:,dɹ?pɜ:riː
2783,1,drau_gh_t,,,,n.,15.0,76,draught,draught,d r\ { f t,dɹæft
2784,1,drau_gh_ts,,,,n.,16.0,76,draughts,draughts,d r\ { f t s,dɹæfts
2785,1,draw,,,,v.,18.0,76,draw,draw,d r\ O:,dɹOː
2786,2,draʹwer,,,,n.,19.0,76,drawer,drawer,d r\ O: r\,dɹOːɹ
2787,2,draʹwing,,,,n.,20.0,76,drawing,drawing,d r\ O: i N,dɹOːiŋ
2788,1,dray,,,,n.,22.0,76,dray,dray,d r\ eI,dɹ?
2789,1,dread,,,,a.,23.0,76,dread,dread,d r\ E d,dɹɛd
2790,2,dreaʹdful,,,,a.,24.0,76,dreadful,dreadful,d r\ E d f @ l,dɹɛdfəl
2791,1,dream,L.,,,n.,25.0,76,dream,dream,d r\ i: m,dɹiːm
2792,2,dreʹary,,,,a.,26.0,76,dreary,dreary,d r\ I r\ i:,dɹɪɹiː
2793,1,drĕdge,,,,v.,27.0,76,dredge,dredge,d r\ E dZ,dɹɛ?
2794,2,drĕgs,,nbSyll>1 et pas d'accent tonic,,n.,30.0,76,dregs,dregs,d r\ E g z,dɹɛgz
2795,1,drĕnch,,,,n.,31.0,76,drench,drench,d r\ E n tS,dɹɛn?
2796,1,drĕſs,F.,,,v.,32.0,76,dress,dress,d r\ E s,dɹɛs
2797,2,drĕʹſſer,,,,n.,33.0,76,dresser,dresser,d r\ E s 3:r,dɹɛsɜ:r
2798,2,drĭʹbble,,,,n.,34.0,76,dribble,dribble,d r\ I b @ l,dɹɪbəl
2799,1,drĭll,,,,n.,36.0,76,drill,drill,d r\ I l,dɹɪl
2800,1,drĭnk,,,,n.,37.0,76,drink,drink,d r\ I N k,dɹɪŋk
2801,1,drĭp,,,,v.,38.0,76,drip,drip,d r\ I p,dɹɪp
2802,2,drĭʹpping,,,,n.,39.0,76,dripping,dripping,d r\ I p i N,dɹɪpiŋ
2803,1,drīve,,,,v.,40.0,76,drive,drive,d r\ aI v,dɹ?v
2804,2,drīʹver,,,,n.,42.0,76,driver,driver,d r\ aI v 3:r,dɹ?vɜ:r
2805,2,drĭʹzzle,,,,v.,43.0,76,drizzle,drizzle,d r\ I z @ l,dɹɪzəl
2806,1,droll,,,,n.,44.0,76,droll,droll,d r\ @U l,dɹoʊl
2807,4,drŏʹmĕdāry,L.,,,n.,45.0,76,dromedary,dromedary,d r\ A m @ d E r\ i:,dɹɑmədɛɹiː
2808,1,drone,,,,n.,46.0,76,drone,drone,d r\ @U n,dɹoʊn
2809,1,droop,,,,v.,47.0,76,droop,droop,d r\ u p,dɹup
2810,1,drop,L.,,,n.,48.0,76,drop,drop,d r\ A p,dɹɑp
2811,2,drŏʹpſy,G.,,,n.,49.0,76,dropsy,dropsy,d r\ A p s i:,dɹɑpsiː
2812,1,drŏſs,,,,n.,50.0,76,dross,dross,d r\ O: s,dɹOːs
2813,1,drove,,,,n.,52.0,76,drove,drove,d r\ @U v,dɹoʊv
2814,2,drōʹver,,,,n.,53.0,76,drover,drover,d r\ @U v 3:r,dɹoʊvɜ:r
2815,1,drō_ugh_t,,,,n.,54.0,76,drought,drought,d r\ aU t,dɹ?t
2816,1,drówn,,,,v.,56.0,76,drown,drown,d r\ aU n,dɹ?n
2817,2,drȯẇſy,,nbSyll>1 et pas d'accent tonic,,a.,57.0,76,drowsy,drowsy,d r\ aU z i:,dɹ?ziː
2818,1,drŭb,,,,v.,58.0,76,drub,drub,d r\ V b,dɹʌb
2819,1,drŭdge,,,,v.,59.0,76,drudge,drudge,d r\ V dZ,dɹʌ?
2820,3,drŭʹdg_e_ry,,,,n.,60.0,76,drudgery,drudgery,d r\ V dZ 3:r i:,dɹʌ?ɜ:riː
2821,2,drŭʹggiſt,,,,n.,62.0,76,druggist,druggist,d r\ V g i s t,dɹʌgist
2822,1,drŭgs,F.,,,n.,63.0,76,drugs,drugs,d r\ V g z,dɹʌgz
2823,2,drūʹid,,,,n.,64.0,76,druid,druid,d r\ u i d,dɹuid
2824,1,drŭm,,,,n.,65.0,76,drum,drum,d r\ V m,dɹʌm
2825,1,drŭnk,,,,a.,66.0,76,drunk,drunk,d r\ V N k,dɹʌŋk
2826,1,dry,,,,a.,68.0,76,dry,dry,d r\ aI,dɹ?
2827,2,dūʹal,L.,,,a.,70.0,76,dual,dual,d u @ l,duəl
2828,1,dŭb,F.,,,v.,71.0,76,dub,dub,d V b,dʌb
2829,3,dūʹbĭ_o_us,L.,,,a.,72.0,76,dubious,dubious,d u b i: @ s,dubiːəs
2830,2,dūʹcal,,,,a.,73.0,76,ducal,ducal,d u k @ l,dukəl
2831,1,dŭck,,,,n.,5.0,77,duck,duck,d V k,dʌk
2832,2,dŭʹckling,,,,n.,6.0,77,duckling,duckling,d V k l i N,dʌkliŋ
2833,2,dŭʹctĭle,,,,a.,7.0,77,ductile,ductile,d V k t @ l,dʌktəl
2834,1,dŭcts,L.,,,n.,8.0,77,ducts,ducts,d V k t s,dʌkts
2835,3,dŭʹdgeon,,,,n.,9.0,77,dudgeon,dudgeon,d V dZ @ n,dʌ?ən
2836,1,dūe,,,,a.,10.0,77,due,due,d u,du
2837,2,dūʹel,L.,,,n.,11.0,77,duel,duel,d u @ l,duəl
2838,3,dūʹĕliſt,,,,n.,12.0,77,duelist,duelist,d u @ l i s t,duəlist
2839,2,dūĕʹt,,,,n.,13.0,77,duet,duet,d u E t,duɛt
2840,1,dŭg,,,,n.,14.0,77,dug,dug,d V g,dʌg
2841,1,dūke,F.,,,n.,15.0,77,duke,duke,d u k,duk
2842,2,dūʹk_e_dom,,,,n.,16.0,77,dukedom,dukedom,d u k d @ m,dukdəm
2843,2,dŭʹlcet,,,,a.,17.0,77,dulcet,dulcet,d V l s @ t,dʌlsət
2844,3,dŭʹlcĭmer,,,,n.,19.0,77,dulcimer,dulcimer,d V l s i m 3:r,dʌlsimɜ:r
2845,1,dŭll,,,,a.,20.0,77,dull,dull,d V l,dʌl
2846,1,dŭm_b_,,,,a.,21.0,77,dumb,dumb,d V m,dʌm
2847,1,dŭmps,,,,n.,22.0,77,dumps,dumps,d V m p s,dʌmps
2848,1,dŭn,,,,n.,23.0,77,dun,dun,d V n,dʌn
2849,1,dŭng,,,,n.,25.0,77,dung,dung,d V N,dʌŋ
2850,3,dŭʹngeon,F.,,,n.,26.0,77,dungeon,dungeon,d V n dZ @ n,dʌn?ən
